file,page,line_num,text,lang,score,ppl,cat
CTX199600359,81,42,destrukční pož.vrstva,ces_Latn,0.9967,390.15,Clear,
CTX199600359,81,44,zásyp sklepa o. 13,ces_Latn,0.6942,2513.76,Clear,
CTX199600359,81,45,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,81,46,Fe-masivní zl.,ces_Latn,1.0000,1148.95,Clear,
CTX199600359,81,47,amorfní,ces_Latn,0.9768,8087.93,Clear,
CTX199600359,81,49,A1 / BI,vie_Latn,0.8612,1282.19,Clear,
CTX199600359,81,51,povrch probarvené hli,ces_Latn,0.8813,3806.54,Clear,
CTX199600359,81,52,hlivýplne jámy,slk_Latn,1.0000,2051.74,Clear,
CTX199600359,81,54,hl. 320cm,deu_Latn,0.4354,3913.31,Clear,
CTX199600359,81,55,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,81,56,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,81,57,94,N/A,0,0,Non-text,
CTX199600359,81,59,VS,N/A,0,0,Non-text,
CTX199600359,81,66,95,N/A,0,0,Non-text,
CTX199600359,81,67,A2 / B2,N/A,0,0,Non-text,
CTX199600359,81,68,A3 / B3,N/A,0,0,Non-text,
CTX199600359,81,72,hl. 130 -170cm,N/A,0,0,Non-text,
CTX199600359,81,58,A1 / BI,vie_Latn,0.8612,1282.19,Clear,
CTX199600359,81,60,začisťování povrchu,ces_Latn,0.9995,1077.12,Clear,
CTX199600359,81,61,jámy o. 15,ces_Latn,0.9734,5043.36,Clear,
CTX199600359,81,62,v hl. 320cm,slk_Latn,0.5600,2620.91,Clear,
CTX199600359,81,63,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,81,64,sklo -malý zl.,ces_Latn,0.6383,1414.47,Clear,
CTX199600359,81,65,malovaný,ces_Latn,0.5910,3135.01,Clear,
CTX199600359,81,69,hlavní rez,ces_Latn,1.0000,1000.66,Clear,
CTX199600359,81,70,snižování hnědého jíl.,ces_Latn,1.0000,248.09,Clear,
CTX199600359,81,71,zásypu sklepa o. 12,ces_Latn,0.7853,4195.24,Clear,
CTX199600359,81,73,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,81,74,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,81,79,*,N/A,0,0,Non-text,
CTX199600359,81,80,96,N/A,0,0,Non-text,
CTX199600359,81,81,C1,N/A,0,0,Non-text,
CTX199600359,81,86,o. 11,N/A,0,0,Non-text,
CTX199600359,81,75,Fe - 3 přezky,ces_Latn,1.0000,1127.14,Clear,
CTX199600359,81,76,"obdélníkové ,1",ces_Latn,0.9974,2622.71,Clear,
CTX199600359,81,77,"pásek, 2 kramle,",nno_Latn,0.5825,506.27,Clear,
CTX199600359,81,78,3 hřeby,ces_Latn,1.0000,1246.41,Clear,
CTX199600359,81,82,snižování zásypu,ces_Latn,1.0000,727.92,Clear,
CTX199600359,81,83,"5 vrstva-jílovitá,",slv_Latn,0.7486,591.46,Clear,
CTX199600359,81,84,místy černá sypká,ces_Latn,1.0000,1394.73,Clear,
CTX199600359,81,85,"propálená, hl.210-250cm",ces_Latn,0.7551,756.69,Clear,
CTX199600359,81,87,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,81,88,"kachle:Obr.32,3",vie_Latn,0.3111,772.87,Clear,
CTX199600359,81,89,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,81,90,Fe- 3 masivní,ces_Latn,1.0000,2944.13,Clear,
CTX199600359,81,92,97,N/A,0,0,Non-text,
CTX199600359,81,93,C1,N/A,0,0,Non-text,
CTX199600359,81,96,o. 11,N/A,0,0,Non-text,
CTX199600359,82,1,14,N/A,0,0,Non-text,
CTX199600359,82,4,mmmmmm,N/A,0,0,Non-text,
CTX199600359,82,5,98,N/A,0,0,Non-text,
CTX199600359,82,7,mmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,82,8,B2,N/A,0,0,Non-text,
CTX199600359,82,11,mmmmmmmmmmmmmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,81,91,hřeby,ces_Latn,1.0000,636.77,Clear,
CTX199600359,81,94,začisťování v okolí,ces_Latn,0.9997,878.66,Clear,
CTX199600359,81,95,"vypál. bloků , hl.250cm",ces_Latn,0.9999,1077.93,Clear,
CTX199600359,81,97,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,81,98,mazanice,vie_Latn,0.9463,2969.78,Clear,
CTX199600359,81,99,Fe -hřeb,ces_Latn,0.9967,2183.81,Clear,
CTX199600359,82,2,Číslo,slk_Latn,0.7885,22248.29,Clear,
CTX199600359,82,3,sáčku,ces_Latn,0.6294,6925.73,Clear,
CTX199600359,82,6,Sonda,tur_Latn,0.2650,1137833.25,Clear,
CTX199600359,82,9,objekt popis,hrv_Latn,0.9604,2609.01,Clear,
CTX199600359,82,10,vrstva,slv_Latn,0.9992,2818.84,Clear,
CTX199600359,82,12,hlavní řez-povrch pra,ces_Latn,1.0000,930.04,Clear,
CTX199600359,82,17,mmmmmmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,82,19,99,N/A,0,0,Non-text,
CTX199600359,82,20,A2 / B2,N/A,0,0,Non-text,
CTX199600359,82,23,hl. 150 - 170cm,N/A,0,0,Non-text,
CTX199600359,82,28,100,N/A,0,0,Non-text,
CTX199600359,82,29,BI,N/A,0,0,Non-text,
CTX199600359,82,30,VS,N/A,0,0,Non-text,
CTX199600359,82,13,"prak. vrstvy,",slk_Latn,0.7684,1041.43,Clear,
CTX199600359,82,14,hl. 150cm - stred domu,slk_Latn,0.9959,5763.55,Clear,
CTX199600359,82,15,J od sklepa 10,slv_Latn,0.8479,31591.05,Clear,
CTX199600359,82,16,nálezy,slk_Latn,0.8419,9070.55,Clear,
CTX199600359,82,18,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,82,21,hlavní řez- snižování,ces_Latn,1.0000,403.39,Clear,
CTX199600359,82,22,šedohnědá jílovitá,ces_Latn,1.0000,499.65,Clear,
CTX199600359,82,24,zásyp sklepa o.10,ces_Latn,0.6063,2944.03,Clear,
CTX199600359,82,25,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,82,26,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,82,27,Fe-5 hřebů,ces_Latn,1.0000,380.57,Clear,
CTX199600359,82,31,hlavní řez-snižování,ces_Latn,1.0000,287.91,Clear,
CTX199600359,82,36,0.13 ),N/A,0,0,Non-text,
CTX199600359,82,43,101,N/A,0,0,Non-text,
CTX199600359,82,44,BI,N/A,0,0,Non-text,
CTX199600359,82,32,hl. 320-360cm,deu_Latn,0.3341,1169.49,Clear,
CTX199600359,82,33,tmavěhnědá j ílovitá,ces_Latn,1.0000,272.03,Clear,
CTX199600359,82,34,výplň kotl.jámy o.15,slk_Latn,0.5357,682.03,Clear,
CTX199600359,82,35,(patrná pod sklepem,ces_Latn,0.9967,4647.90,Clear,
CTX199600359,82,37,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,82,38,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,82,39,brousek kamenný,ces_Latn,0.9962,2364.24,Clear,
CTX199600359,82,40,mušle,ces_Latn,0.6645,12200.95,Clear,
CTX199600359,82,41,Fe - část břitu,ces_Latn,1.0000,581.00,Clear,
CTX199600359,82,42,malých nůžek,ces_Latn,1.0000,135.75,Clear,
CTX199600359,82,45,pravěk,ces_Latn,1.0000,939.45,Clear,
CTX199600359,82,46,hlavní řez- černá,ces_Latn,1.0000,465.83,Clear,
CTX199600359,82,54,102,N/A,0,0,Non-text,
CTX199600359,82,55,C4,N/A,0,0,Non-text,
CTX199600359,82,47,"hutná výplň, o.15a",slk_Latn,0.9671,470.85,Clear,
CTX199600359,82,48,začíná v hl. 340cm,ces_Latn,0.9908,2343.34,Clear,
CTX199600359,82,49,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,82,50,kosti (větší,ces_Latn,1.0000,287.35,Clear,
CTX199600359,82,51,seskupení lid,ces_Latn,1.0000,7763.17,Clear,
CTX199600359,82,52,"lidjedince,",hrv_Latn,0.5690,1945.47,Clear,
CTX199600359,82,53,malé dítě,ces_Latn,1.0000,244.96,Clear,
CTX199600359,82,56,"J od opuk, zdi VZ",ces_Latn,0.4487,4039.64,Clear,
CTX199600359,82,57,začisťování v h1.160cm,ces_Latn,0.9979,904.94,Clear,
CTX199600359,82,58,pod navážkami,slk_Latn,0.5075,4193.85,Clear,
CTX199600359,82,59,černá uhlíkatá vrstva,ces_Latn,0.6902,608.62,Clear,
CTX199600359,82,60,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,82,68,103,N/A,0,0,Non-text,
CTX199600359,82,69,BI,N/A,0,0,Non-text,
CTX199600359,82,61,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,82,62,Fe-sekera s ro,eus_Latn,0.3394,3824.16,Clear,
CTX199600359,82,63,roostřím,ces_Latn,1.0000,747.97,Clear,
CTX199600359,82,64,"dl. 11,5cm,ma",pol_Latn,0.3713,1508.06,Clear,
CTX199600359,82,65,"11,5cm,mahřeb,",ces_Latn,0.9099,422.94,Clear,
CTX199600359,82,66,"3 ploché zl.,",slk_Latn,0.9885,3360.35,Clear,
CTX199600359,82,67,1 špičatý zl.,slk_Latn,0.9961,455.93,Clear,
CTX199600359,82,70,skrývání zásypu,ces_Latn,1.0000,305.16,Clear,
CTX199600359,82,71,sklepa o. 13,slv_Latn,0.9597,1870.46,Clear,
CTX199600359,82,72,hl.110 -130cm,gle_Latn,0.3696,1648.24,Clear,
CTX199600359,82,73,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,82,74,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,82,78,104,N/A,0,0,Non-text,
CTX199600359,82,79,A2 / B2,N/A,0,0,Non-text,
CTX199600359,82,88,105,N/A,0,0,Non-text,
CTX199600359,82,89,A2 / B2,N/A,0,0,Non-text,
CTX199600359,82,75,Fe -zl. masiv.,zsm_Latn,0.3106,3786.97,Clear,
CTX199600359,82,76,"■ nástroje,hřeb",ces_Latn,1.0000,1398.29,Clear,
CTX199600359,82,77,3 ploché kusy,slk_Latn,0.6889,4117.06,Clear,
CTX199600359,82,80,hlinitá probarvená vý,ces_Latn,0.8158,982.84,Clear,
CTX199600359,82,81,výhl.200-220cm,ces_Latn,0.8169,971.47,Clear,
CTX199600359,82,82,sklep o.10,slv_Latn,0.9200,1045.84,Clear,
CTX199600359,82,83,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,82,84,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,82,85,Fe-1 zašpičatě,ces_Latn,0.9999,227.84,Clear,
CTX199600359,82,86,"zašpičatěkus,6,5 cm,",ces_Latn,0.8463,318.49,Clear,
CTX199600359,82,87,zl. hřebíku,ces_Latn,1.0000,731.84,Clear,
CTX199600359,82,90,základový vkop pro zeď,ces_Latn,0.9876,690.76,Clear,
CTX199600359,82,93,hl.200 - 220cm,N/A,0,0,Non-text,
CTX199600359,83,1,15,N/A,0,0,Non-text,
CTX199600359,83,4,mmmmmm,N/A,0,0,Non-text,
CTX199600359,83,5,106,N/A,0,0,Non-text,
CTX199600359,83,7,mmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,83,8,A2 / B2,N/A,0,0,Non-text,
CTX199600359,83,11,mmmmmmmmmmmmmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,82,91,"sklepa o.14,který na",ces_Latn,1.0000,1168.36,Clear,
CTX199600359,82,92,navýplň o.10,slk_Latn,0.5138,1317.97,Clear,
CTX199600359,82,94,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,83,2,Číslo,slk_Latn,0.7885,22248.29,Clear,
CTX199600359,83,3,sáčku,ces_Latn,0.6294,6925.73,Clear,
CTX199600359,83,6,Sonda,tur_Latn,0.2650,1137833.25,Clear,
CTX199600359,83,9,objekt popis,hrv_Latn,0.9604,2609.01,Clear,
CTX199600359,83,10,vrstva,slv_Latn,0.9992,2818.84,Clear,
CTX199600359,83,12,základový vkop pro,ces_Latn,0.9899,500.00,Clear,
CTX199600359,83,13,"zeď n V od o.10, který",ces_Latn,1.0000,838.26,Clear,
CTX199600359,83,14,narušil jeho výplň,slk_Latn,0.6982,1012.12,Clear,
CTX199600359,83,15,nálezy,slk_Latn,0.8419,9070.55,Clear,
CTX199600359,83,16,mmmmmmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,83,19,107,N/A,0,0,Non-text,
CTX199600359,83,20,A2-3 /B2-3,N/A,0,0,Non-text,
CTX199600359,83,17,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,83,18,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,83,21,zásyp sklepa o.12,ces_Latn,0.8301,2900.29,Clear,
CTX199600359,83,22,hl.200- 220cm,deu_Latn,0.2596,1638.49,Clear,
CTX199600359,83,23,keramika:Obr.39,vie_Latn,0.3409,1904.15,Clear,
CTX199600359,83,24,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,83,25,Fe- celé nůžky,ces_Latn,0.9953,1086.33,Clear,
CTX199600359,83,26,"dl.17cm,7masiv.",vie_Latn,0.1979,1714.39,Clear,
CTX199600359,83,27,"hřebů , 5hřebíků",ces_Latn,1.0000,90.64,Clear,
CTX199600359,83,28,plochý kus na,slk_Latn,0.9738,1212.44,Clear,
CTX199600359,83,29,jedné str.zúže,ces_Latn,0.7067,504.99,Clear,
CTX199600359,83,30,"str.zúže2 pásky, 2",slk_Latn,0.9450,299.93,Clear,
CTX199600359,83,33,108,N/A,0,0,Non-text,
CTX199600359,83,34,B5,N/A,0,0,Non-text,
CTX199600359,83,42,po,N/A,0,0,Non-text,
CTX199600359,83,31,"ohnuté zl., špi",slk_Latn,0.9999,1214.71,Clear,
CTX199600359,83,32,špikus,hun_Latn,0.9026,604.67,Clear,
CTX199600359,83,35,začisťování u v profi,ces_Latn,0.9998,1156.29,Clear,
CTX199600359,83,36,"profisondy, hl.do 180cm",por_Latn,0.6727,986.07,Clear,
CTX199600359,83,37,zásyp sklepa o. 27,ces_Latn,0.6566,2652.62,Clear,
CTX199600359,83,38,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,83,39,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,83,40,sklo-7 terčíků,ces_Latn,1.0000,661.82,Clear,
CTX199600359,83,41,1 zl. kupy po,pol_Latn,0.7128,1129.71,Clear,
CTX199600359,83,43,Fe - nástroj s,slk_Latn,0.8222,2464.30,Clear,
CTX199600359,83,44,"tulejí,llcm,",fin_Latn,0.4480,2549.15,Clear,
CTX199600359,83,45,"3 hřeby, klíč,",ces_Latn,1.0000,235.55,Clear,
CTX199600359,83,47,108a,N/A,0,0,Non-text,
CTX199600359,83,48,B5,N/A,0,0,Non-text,
CTX199600359,83,49,* f ■■,N/A,0,0,Non-text,
CTX199600359,83,51,108b,N/A,0,0,Non-text,
CTX199600359,83,52,B5,N/A,0,0,Non-text,
CTX199600359,83,53,/ / a,N/A,0,0,Non-text,
CTX199600359,83,56,109,N/A,0,0,Non-text,
CTX199600359,83,57,B4,N/A,0,0,Non-text,
CTX199600359,83,63,110,N/A,0,0,Non-text,
CTX199600359,83,46,"kramle,12,3cm",nno_Latn,0.5968,869.06,Clear,
CTX199600359,83,50,kamenné závaží,ces_Latn,0.7685,526.45,Clear,
CTX199600359,83,54,mince,eng_Latn,0.9999,81219.97,Clear,
CTX199600359,83,55,krejcar 1858,pol_Latn,0.4950,2059.54,Clear,
CTX199600359,83,58,začisťování na úroveň,ces_Latn,0.9937,395.62,Clear,
CTX199600359,83,59,stredovekých vrstev,slk_Latn,0.9993,326.85,Clear,
CTX199600359,83,60,JZ část sektoru,ces_Latn,1.0000,552.94,Clear,
CTX199600359,83,61,hl. do 160cm,ces_Latn,0.4271,6606.26,Clear,
CTX199600359,83,62,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,83,64,Bl-2,vie_Latn,0.8478,246.25,Clear,
CTX199600359,83,65,hlinité probarvená,ces_Latn,0.9399,14399.32,Clear,
CTX199600359,83,66,výplň sklepa o.10,ces_Latn,0.5824,1558.30,Clear,
CTX199600359,83,67,hl.220 - 240cm,N/A,0,0,Non-text,
CTX199600359,83,72,111,N/A,0,0,Non-text,
CTX199600359,84,1,16,N/A,0,0,Non-text,
CTX199600359,84,4,mmmmmm,N/A,0,0,Non-text,
CTX199600359,84,5,112,N/A,0,0,Non-text,
CTX199600359,83,68,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,83,69,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,83,70,Fe -1 hřebík,ces_Latn,1.0000,728.33,Clear,
CTX199600359,83,71,1 mas. zlomek,ces_Latn,0.5155,4158.85,Clear,
CTX199600359,83,73,A1 / BI,vie_Latn,0.8612,1282.19,Clear,
CTX199600359,83,74,pravěk,ces_Latn,1.0000,939.45,Clear,
CTX199600359,83,75,hlinité probarvená vý,ces_Latn,0.8927,2905.88,Clear,
CTX199600359,83,76,výo. 15a,slk_Latn,0.6797,641.80,Clear,
CTX199600359,83,77,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,84,2,Číslo,slk_Latn,0.7885,22248.29,Clear,
CTX199600359,84,3,sáčku,ces_Latn,0.6294,6925.73,Clear,
CTX199600359,84,6,Sonda,tur_Latn,0.2650,1137833.25,Clear,
CTX199600359,84,7,mmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,84,8,A2-3 /B2-3,N/A,0,0,Non-text,
CTX199600359,84,11,mmmmmmmmmmmmmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,84,13,hl.220 - 240cm,N/A,0,0,Non-text,
CTX199600359,84,15,mmnmmmmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,84,9,objekt popis,hrv_Latn,0.9604,2609.01,Clear,
CTX199600359,84,10,vrstva,slv_Latn,0.9992,2818.84,Clear,
CTX199600359,84,12,zásyp sklepa o. 12,ces_Latn,0.8236,2478.26,Clear,
CTX199600359,84,14,nálezy,slk_Latn,0.8419,9070.55,Clear,
CTX199600359,84,16,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,84,17,bronz:prehnutý,slk_Latn,0.9933,2876.17,Clear,
CTX199600359,84,18,plech,ces_Latn,0.9340,4185.15,Clear,
CTX199600359,84,19,Fe-plochý pásek,slk_Latn,0.5641,586.86,Clear,
CTX199600359,84,20,s otvory pro,ces_Latn,0.9992,12246.10,Clear,
CTX199600359,84,21,"nýty,13,7cm, 2",slk_Latn,0.5251,366.69,Clear,
CTX199600359,84,22,"mas.kramle, 6",nno_Latn,0.4565,529.68,Clear,
CTX199600359,84,23,"hřebíku, 4 hřeby",ces_Latn,1.0000,242.89,Clear,
CTX199600359,84,29,113,N/A,0,0,Non-text,
CTX199600359,84,30,A2 - B2,N/A,0,0,Non-text,
CTX199600359,84,34,hl. 220 - 240cm,N/A,0,0,Non-text,
CTX199600359,84,37,114,N/A,0,0,Non-text,
CTX199600359,84,38,D2,N/A,0,0,Non-text,
CTX199600359,84,24,1 špič. zl. 2,slk_Latn,0.9893,504.69,Clear,
CTX199600359,84,25,"plechy,2 pásky",ces_Latn,0.9436,5397.98,Clear,
CTX199600359,84,26,"2 tyčinky,! ma",slk_Latn,0.6399,30019.45,Clear,
CTX199600359,84,27,mapl. kus,est_Latn,0.9933,969.61,Clear,
CTX199600359,84,28,kostěná střenka,ces_Latn,1.0000,200.76,Clear,
CTX199600359,84,31,hlavní rez,ces_Latn,1.0000,1000.66,Clear,
CTX199600359,84,32,hlinitá probarvená vý,ces_Latn,0.8158,982.84,Clear,
CTX199600359,84,33,výsklepa o. 10,slk_Latn,0.6799,1082.08,Clear,
CTX199600359,84,35,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,84,36,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,84,39,destrukční pož.vrstva,ces_Latn,0.9967,390.15,Clear,
CTX199600359,84,40,svažující se pod zeď,ces_Latn,1.0000,787.94,Clear,
CTX199600359,84,42,120 - 170cm,N/A,0,0,Non-text,
CTX199600359,84,48,115,N/A,0,0,Non-text,
CTX199600359,84,49,D2,N/A,0,0,Non-text,
CTX199600359,84,52,de,N/A,0,0,Non-text,
CTX199600359,84,41,u sklepa o. 16,hrv_Latn,0.4011,5900.80,Clear,
CTX199600359,84,43,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,84,44,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,84,45,Fe: 2zl. 2 špi,slk_Latn,0.9870,1550.63,Clear,
CTX199600359,84,46,špinástrojů,ces_Latn,0.9999,1277.37,Clear,
CTX199600359,84,47,1 hřebík,ces_Latn,1.0000,722.96,Clear,
CTX199600359,84,50,hrubší štěrková vrst,ces_Latn,0.9995,121.01,Clear,
CTX199600359,84,51,vrstpod požárovou de,ces_Latn,0.9966,1436.80,Clear,
CTX199600359,84,53,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,84,54,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,84,55,Fe: zašpičatělý,ces_Latn,0.9998,140.75,Clear,
CTX199600359,84,56,"oblouk, ztočený",ces_Latn,0.9790,919.09,Clear,
CTX199600359,84,57,kus,N/A,0,0,Non-text,
CTX199600359,84,58,116,N/A,0,0,Non-text,
CTX199600359,84,59,Dl,N/A,0,0,Non-text,
CTX199600359,84,67,117,N/A,0,0,Non-text,
CTX199600359,84,68,Dl,N/A,0,0,Non-text,
CTX199600359,84,60,"V řez,l vrstva, červe",ces_Latn,0.9994,804.11,Clear,
CTX199600359,84,61,červeprobarvená požáro,ces_Latn,0.9963,1445.46,Clear,
CTX199600359,84,62,požárohl.110- 150cm,ces_Latn,0.9853,1306.89,Clear,
CTX199600359,84,63,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,84,64,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,84,65,Fe: 1 velký a,ces_Latn,1.0000,969.37,Clear,
CTX199600359,84,66,1 malý hřebík,ces_Latn,1.0000,936.98,Clear,
CTX199600359,84,69,"V řez ,2.vrstva, žlutá",ces_Latn,1.0000,1149.78,Clear,
CTX199600359,84,70,jílovitá úprava ( s,ces_Latn,0.9889,394.90,Clear,
CTX199600359,84,71,"plentou),hl.l50-170cm",epo_Latn,0.6685,2570.86,Clear,
CTX199600359,84,72,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,84,73,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,84,76,118,N/A,0,0,Non-text,
CTX199600359,84,77,Dl,N/A,0,0,Non-text,
CTX199600359,85,1,17,N/A,0,0,Non-text,
CTX199600359,84,74,Fe: 1 hřebík,ces_Latn,1.0000,550.40,Clear,
CTX199600359,84,75,1 masivní zl.,ces_Latn,1.0000,1693.60,Clear,
CTX199600359,84,78,"V rez,3.vrstva,tmavá",slk_Latn,0.8475,1599.05,Clear,
CTX199600359,84,79,hlinitá probarvená,ces_Latn,0.8862,3376.47,Clear,
CTX199600359,84,80,hl.170 -190cm,vie_Latn,0.2851,1230.77,Clear,
CTX199600359,84,81,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,84,82,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,84,83,Fe: 2x střenka,ces_Latn,1.0000,652.60,Clear,
CTX199600359,84,84,"nože, 2 hřebíky",ces_Latn,1.0000,250.52,Clear,
CTX199600359,84,85,1 plochý zl. s,slk_Latn,0.9930,803.16,Clear,
CTX199600359,84,86,"výřezem (5x5,3)",ces_Latn,1.0000,108.04,Clear,
CTX199600359,85,2,Číslo,slk_Latn,0.7885,22248.29,Clear,
CTX199600359,85,4,mmmmmm,N/A,0,0,Non-text,
CTX199600359,85,5,119,N/A,0,0,Non-text,
CTX199600359,85,7,mmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,85,8,Dl,N/A,0,0,Non-text,
CTX199600359,85,11,mmmmmmmmmmmmmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,85,15,hl.150 - 200cm,N/A,0,0,Non-text,
CTX199600359,85,17,mmmmmmmmmmmmmmmm,N/A,0,0,Non-text,
CTX199600359,85,20,120,N/A,0,0,Non-text,
CTX199600359,85,21,A2 - B2,N/A,0,0,Non-text,
CTX199600359,85,3,sáčku,ces_Latn,0.6294,6925.73,Clear,
CTX199600359,85,6,Sonda,tur_Latn,0.2650,1137833.25,Clear,
CTX199600359,85,9,objekt popis,hrv_Latn,0.9604,2609.01,Clear,
CTX199600359,85,10,vrstva,slv_Latn,0.9992,2818.84,Clear,
CTX199600359,85,12,"V rez,vrstva 2a-zásek",slk_Latn,0.6036,1120.58,Clear,
CTX199600359,85,13,"ve V části řezu, sypká",ces_Latn,1.0000,353.35,Clear,
CTX199600359,85,14,"písčitá výplň,",slk_Latn,0.9264,517.85,Clear,
CTX199600359,85,16,nálezy,slk_Latn,0.8419,9070.55,Clear,
CTX199600359,85,18,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,85,19,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,85,22,hlinitá probarvená,ces_Latn,0.8862,3376.47,Clear,
CTX199600359,85,23,výplň sklepa o. 10,ces_Latn,0.7012,1279.03,Clear,
CTX199600359,85,24,hl. 240 - 250cm,N/A,0,0,Non-text,
CTX199600359,85,28,121,N/A,0,0,Non-text,
CTX199600359,85,35,hře,N/A,0,0,Non-text,
CTX199600359,85,37,122,N/A,0,0,Non-text,
CTX199600359,85,38,A2 - B2,N/A,0,0,Non-text,
CTX199600359,85,25,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,85,26,Fe: 1 masivní,ces_Latn,1.0000,1933.99,Clear,
CTX199600359,85,27,hřebík,ces_Latn,1.0000,274.06,Clear,
CTX199600359,85,29,A2 -B2,vie_Latn,0.5345,261.83,Clear,
CTX199600359,85,30,"u o. 10, Z porušení",ces_Latn,0.9939,1310.68,Clear,
CTX199600359,85,31,základovým vkopem,ces_Latn,0.9895,325.87,Clear,
CTX199600359,85,32,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,85,33,kosti,ces_Latn,0.7778,2294.05,Clear,
CTX199600359,85,34,Fe: 1 malý hře,ces_Latn,1.0000,592.74,Clear,
CTX199600359,85,36,sklo:l zl. patky,ces_Latn,0.5838,1465.50,Clear,
CTX199600359,85,39,"u o. 10, V porušení",ces_Latn,0.9879,1130.95,Clear,
CTX199600359,85,40,základovým vkopem,ces_Latn,0.9895,325.87,Clear,
CTX199600359,85,43,123,N/A,0,0,Non-text,
CTX199600359,85,49,124,N/A,0,0,Non-text,
CTX199600359,85,50,C1,N/A,0,0,Non-text,
CTX199600359,85,41,kost,dan_Latn,0.3837,24965.87,Clear,
CTX199600359,85,42,přej z,ces_Latn,1.0000,213.71,Clear,
CTX199600359,85,44,A1 - BI,vie_Latn,0.8585,949.21,Clear,
CTX199600359,85,45,z podlahy sklepa o. 14,slv_Latn,0.5126,4963.39,Clear,
CTX199600359,85,46,do hl. 400cm ( pod,ces_Latn,0.6199,4252.96,Clear,
CTX199600359,85,47,opukovou planýrkou),ces_Latn,0.9998,701.94,Clear,
CTX199600359,85,48,keramika,uzn_Latn,0.2214,3276.06,Clear,
CTX199600359,85,51,"V rez, J okraj o. 11",slv_Latn,0.7905,898.72,Clear,
CTX199600359,85,52,"hl.150-250cm, destru",ast_Latn,0.4256,768.62,Clear,
