keyword,score
nezabylice,1.00
kochova,1.00
kralupech,1.00
hořenci,1.00
kb 111,1.00
rozvrž,1.00
cechách,1.00
rytířů,1.00
komenda,1.00
hammerteich,1.00
kadaně,1.00
libědici,1.00
vyschlý,1.00
trávou,1.00
doupova,1.00
bruších,1.00
popl,1.00
43/,1.00
spýchar,1.00
síle,1.00
11 /i,1.00
1963,0.00
114,0.00
000,0.00
117,0.00
1378,0.00
149 2,0.00
25000,0.00
24229,0.00
568 2,0.00
1316,0.00
1620,0.00
134,0.00
55433,0.00
274,0.00
105,0.00
157,0.00
228,0.00
198 37,0.00
194 2,0.00
207 57,0.00
227 59,0.00
185 26,0.00
187,0.00
406,0.00
636 2,0.00
26 3,0.00
24481,0.00
24483,0.00
422 2,0.00
32612 2,0.00
22348,0.00
199,0.00
314,0.00
50 2,0.00
24489,0.00
1720,0.00
5721,0.00
427 3,0.00
446 4,0.00
315,0.00
446 2,0.00
242 3,0.00
24476,0.00
24462,0.00
37 2,0.00
811 2,0.00
818 2,0.00
123,0.00
29990,0.00
29991,0.00
321,0.00
198,0.00
8595,0.00
28596,0.00
1545,0.00
1508,0.00
43 3,0.00
546 4,0.00
121,0.00
24472,0.00
24471,0.00
24473,0.00
1561 1605,0.00
595 2,0.00
222 4,0.00
35000,0.00
198 2,0.00
558 3,0.00
177,0.00
1335,0.00
365 2,0.00
58585 8,0.00
275,0.00
1544,0.00
1543,0.00
1532,0.00
3 2,0.00
762,0.00
27920,0.00
2880,0.00
1 2,0.00
6 28400,0.00
237,0.00
206 2,0.00
174,0.00
5715,0.00
777,0.00
1683,0.00
548 2,0.00
87 3,0.00
229,0.00
135,0.00
1391,0.00
1408,0.00
537 2,0.00
596 3,0.00
219 4,0.00
282,0.00
427,0.00
191 2,0.00
56 2,0.00
24487,0.00
24486,0.00
707,0.00
32 3,0.00
1547,0.00
607 2,0.00
1775,0.00
36512 2,0.00
820 3,0.00
160 2,0.00
383,0.00
308,0.00
316,0.00
796 2,0.00
4221 2,0.00
27103,0.00
232,0.00
556,0.00
469,0.00
400,0.00
457,0.00
465 3,0.00
342,0.00
1621,0.00
222 2,0.00
1318,0.00
1586,0.00
42 2,0.00
328 3,0.00
365,0.00
184,0.00
27517,0.00
22230,0.00
462,0.00
1375,0.00
1590,0.00
307,0.00
111,0.00
58286,0.00
27509,0.00
27101,0.00
26757,0.00
26758,0.00
765,0.00
604,0.00
376,0.00
382,0.00
27917,0.00
1546,0.00
846,0.00
29975,0.00
185,0.00
22336,0.00
8 2,0.00
24474,0.00
217,0.00
572 2,0.00
60 2,0.00
56 23,0.00
1356,0.00
481,0.00
24243,0.00
24244 39,0.00
24246,0.00
1361,0.00
146 2,0.00
417,0.00
731 2,0.00
24249,0.00
150,0.00
590 3,0.00
24469 704,0.00
7535,0.00
1281,0.00
8858,0.00
708,0.00
407,0.00
203 2,0.00
1765,0.00
1542,0.00
1540,0.00
14 2,0.00
58295,0.00
202 2,0.00
1352,0.00
723 2,0.00
207,0.00
585,0.00
530 2,0.00
549 3,0.00
1601,0.00
40015 2,0.00
1 3,0.00
41 4,0.00
614,0.00
136,0.00
5000,0.00
57214,0.00
24465,0.00
24466,0.00
28116,0.00
28117,0.00
202,0.00
147,0.00
1295,0.00
1305,0.00
723,0.00
881,0.00
75000,0.00
31 2,0.00
449 2,0.00
24242,0.00
408,0.00
855,0.00
170,0.00
30 2,0.00
24450,0.00
24458,0.00
434 2,0.00
16 4,0.00
1355,0.00
418,0.00
22343,0.00
22344,0.00
363 2,0.00
16 3,0.00
1597,0.00
22447,0.00
22448,0.00
1278,0.00
1218 2,0.00
472 3,0.00
3751,0.00
22223,0.00
22224,0.00
341,0.00
1696,0.00
24233,0.00
440,0.00
404 2,0.00
1900,0.00
120,0.00
1459,0.00
5926,0.00
28 3,0.00
216 4,0.00
189,0.00
22339,0.00
22340,0.00
1208 3,0.00
132,0.00
130,0.00
55452,0.00
1650,0.00
1596,0.00
100 2,0.00
99 8,0.00
82 10,0.00
103 20,0.00
93 21,0.00
1953,0.00
24186,0.00
24185,0.00
100,0.00
44 2,0.00
101,0.00
1609,0.00
1934,0.00
1250,0.00
1240,0.00
233,0.00
809 2,0.00
22362,0.00
22359,0.00
22539,0.00
548,0.00
1206 3,0.00
102,0.00
719 2,0.00
39 3,0.00
251 4,0.00
586 2,0.00
398,0.00
841,0.00
288,0.00
1629,0.00
1167 3,0.00
167,0.00
22357,0.00
22234,0.00
471 2,0.00
103,0.00
264,0.00
52742,0.00
461,0.00
154,0.00
810 2,0.00
100 3,0.00
22542,0.00
1219 2,0.00
1951,0.00
298,0.00
53765,0.00
28508,0.00
22239,0.00
38510,0.00
268,0.00
1898,0.00
1553,0.00
29983,0.00
29984,0.00
22364,0.00
22366,0.00
108,0.00
134 1,0.00
114 2,0.00
133 7,0.00
1400,0.00
5175 2,0.00
624,0.00
115,0.00
160,0.00
9 3,0.00
66 2,0.00
1280,0.00
1549,0.00
1473,0.00
470,0.00
833,0.00
1419,0.00
407 2,0.00
22353,0.00
22351,0.00
1947,0.00
1960,0.00
24451,0.00
24452,0.00
244153,0.00
410,0.00
27913,0.00
175,0.00
22232,0.00
328,0.00
737,0.00
369,0.00
116,0.00
199 2,0.00
58303,0.00
128,0.00
2279,0.00
1288,0.00
1575,0.00
617 2,0.00
1627,0.00
49 2,0.00
173 2,0.00
127,0.00
24237,0.00
24238,0.00
430,0.00
119,0.00
270,0.00
478,0.00
2 5000,0.00
125,0.00
27909,0.00
122,0.00
412,0.00
327,0.00
440 2,0.00
425 3,0.00
109,0.00
295 3,0.00
297 4,0.00
303 5,0.00
309 6,0.00
238,0.00
1405,0.00
4 665473,0.00
22222 2,0.00
22227 3,0.00
22333 4,0.00
22335 5,0.00
28114 6,0.00
28109 7,0.00
24234 8,0.00
24457 9,0.00
24231 11,0.00
24461 12,0.00
24482 13,0.00
24485 14,0.00
24468 15,0.00
22221 16,0.00
27512 17,0.00
24490 18,0.00
24463 19,0.00
28597 20,0.00
27514 22,0.00
28413 23,0.00
22231 24,0.00
27516 25,0.00
28411 26,0.00
28412,0.00
24488 28,0.00
24491,0.00
22237 30,0.00
27510 31,0.00
24475 32,0.00
27917 33,0.00
22240 31,0.00
22340 35,0.00
22337 35,0.00
27104 36,0.00
27102 37,0.00
27919 38,0.00
284,0.00
459 2,0.00
241,0.00
24247 40,0.00
24250 41,0.00
24264 42,0.00
22341 43,0.00
24242 44,0.00
24469 45,0.00
24467 46,0.00
28119 47,0.00
24248 48,0.00
22345 49,0.00
22346 50,0.00
24449 51,0.00
22225 52,0.00
22342 53,0.00
22356 54,0.00
22338 55,0.00
24188 56,0.00
24186 57,0.00
22347 58,0.00
22363 59,0.00
22361 60,0.00
22538 61,0.00
22540 62,0.00
22329 63,0.00
22327 64,0.00
22542 65,0.00
28598 66,0.00
22239 67,0.00
22365 68,0.00
27105 69,0.00
22350 70,0.00
24453 71,0.00
24473 72,0.00
27914 73,0.00
22233 74,0.00
24189 75,0.00
24238 76,0.00
27909 77,0.00
29982 79,0.00
29992 80,0.00
29995,0.00
29983 82,0.00
29977 83,0.00
29998 84,0.00
29979 85,0.00
29989 86,0.00
29981 87,0.00
58275 89,0.00
58277 90,0.00
58280 91,0.00
58281 92,0.00
58282,0.00
58286 94,0.00
58290 96,0.00
58292 97,0.00
58294 98,0.00
58310 106,0.00
30164,0.00
30163 111,0.00
30169 112,0.00
30156 113,0.00
25009,0.00
55431,0.00
55030,0.00
55035,0.00
55033,0.00
55025,0.00
55027,0.00
55434,0.00
55449,0.00
53750,0.00
55038,0.00
55451,0.00
55037,0.00
55055,0.00
55442,0.00
55048,0.00
55052,0.00
1 19,0.00
55061 20,0.00
55058 21,0.00
55443 22,0.00
57214 23,0.00
55056 24,0.00
55046 25,0.00
55060 26,0.00
55064 27,0.00
52741 28,0.00
53759 29,0.00
53755 30,0.00
53761,0.00
53766 33,0.00
24479 34,0.00
53760 35,0.00
57215 35,0.00
55050 36,0.00
55023 37,0.00
55020 38,0.00
52742 39,0.00
55022 40,0.00
55015 41,0.00
55017 42,0.00
55019 43,0.00
56729 44,0.00
56731 45,0.00
55043 46,0.00
56701 47,0.00
55044 48,0.00
56702 49,0.00
53734 50,0.00
53732 51,0.00
55041 52,0.00
55435 53,0.00
53749 54,0.00
53739 55,0.00
53738 56,0.00
53744 57,0.00
56727,0.00
53748,0.00
53741,0.00
24480,0.00
56717,0.00
56721,0.00
55436,0.00
55439,0.00
56707,0.00
56703,0.00
56709,0.00
56723,0.00
55437,0.00
56724,0.00
56719,0.00
57213,0.00
56711,0.00
56705,0.00
58572 2,0.00
58574 2,0.00
58576 2,0.00
58579 2,0.00
58584 2,0.00
58586 2,0.00
58588 2,0.00
58591 2,0.00
58592 2,0.00
58595 2,0.00
58597 2,0.00
58599 2,0.00
58601 2,0.00
58604 2,0.00
58606 2,0.00
58608 2,0.00
58610 2,0.00
58612,0.00
499 2,0.00
154 2,0.00
633 3,0.00
1454,0.00
153 2,0.00
179 3,0.00
30162,0.00
535,0.00
46 2,0.00
143 2,0.00
58298,0.00
149,0.00
665,0.00
112,0.00
30158,0.00
171 3,0.00
29987,0.00
5860,0.00
736 1564,0.00
136 3,0.00
1197,0.00
1505,0.00
324,0.00
29978,0.00
6360,0.00
779,0.00
260,0.00
83 2,0.00
725,0.00
1959,0.00
7 2,0.00
58146 000,0.00
1541,0.00
1592,0.00
244,0.00
1793,0.00
1402,0.00
1560,0.00
29992,0.00
58284,0.00
1515,0.00
200 000,0.00
156,0.00
156 2,0.00
135 3,0.00
230 6,0.00
127 2,0.00
234 2,0.00
560 3,0.00
113 3,0.00
51 6,0.00
146,0.00
449,0.00
25 000,0.00
234,0.00
4533,0.00
500,0.00
53732,0.00
22226,0.00
393,0.00
297,0.00
74 2,0.00
307 3,0.00
139,0.00
1821,0.00
747,0.00
53734,0.00
22334,0.00
283 2,0.00
268 9,0.00
238 16,0.00
280 37,0.00
755,0.00
1337,0.00
1642,0.00
28115,0.00
16 2,0.00
143 4,0.00
286,0.00
1500,0.00
825,0.00
757,0.00
58274,0.00
58275,0.00
803,0.00
1581,0.00
1561,0.00
588 2,0.00
24455,0.00
24456,0.00
1369,0.00
1385,0.00
401 2,0.00
297 3,0.00
23 5,0.00
265 45,0.00
240,0.00
73 2,0.00
510,0.00
